pano_id,lat,lon
V4oEPZcSRxSJBw_ydqcS3w,40.85951850445461,-73.92252465335248
vaZSqboYy3wbRCSKEJUxxA,40.85044732520501,-73.93666142761384
CIcIWq1Gcl4LpYgwr7WTWw,40.85136331508886,-73.93620370000076
-MTm2-x5m1ZTKQJQ3ezQdw,40.85146696770021,-73.93615190296994
3U1hi_fwpBcPK128wsKNHQ,40.85233515231317,-73.93571740885848
kae0s2049ixORyN0KJGauQ,40.704545914131955,-74.01006968341342
DIPIKA7UPfYe1a-hrFmD-A,40.7047752479187,-74.00974639311217
ip3bI3MlpCursXjVzApsPQ,40.707857835737876,-74.0068377870997
6wqTjYsE21StkTnaRNaQsw,40.7082271262545,-74.00653116871753
j489XtjDtoA4hsb5Go2omg,40.79621698487826,-73.94968682996546
T-nf9qkbxl0trzB7_lSEsQ,40.79600447773409,-73.94918568582632
elvL5tXvqJDe1vAW172FWA,40.795941273538325,-73.94904329476765
1Da_4djREJQcPIq6VmGn1g,40.79553641772941,-73.94808516529754
qmptc0Y0CGhQh_vCG2HIfw,40.8467105236121,-73.93191507377053
iYG13-grleF5bIJgkAeM3Q,40.8468026327695,-73.93185010295767
ztOWUXHySLXbKWICbZ3_8w,40.749052196220944,-73.99574855573138
CWgUSKLaMu-0mqmodRHw5w,40.7496716820974,-73.99529821527037
AG0F0fORdZJtNPi5st4N5w,40.76085809262594,-73.96106754453669
CZG-7L682iVBngf9ShAsHg,40.7599127860139,-73.95880955474563
UUUxlfhB4LADATqgFJRS7w,40.76790621913489,-73.94324542439227
DnaJaC37vS9QgIsGuRBe5A,40.76819089133,-73.94299356982305
O6NGEEnKEpKhtX3nXzEnng,40.76820822445321,-73.94297950727766
kNpvK1QQGdFzLCQLek_86w,40.768275287394424,-73.94291873283939
chEMg8Fl3DZESgRcyTUmbg,40.768353504043986,-73.94283306477756
4oHpmnyPoGiEKC0eB7Xl4A,40.76841108790137,-73.9427573175057
qiKgrWyKX8zaUV3zjodixg,40.7685249229642,-73.94258900640158
oGx10ueKGGoIsczIYq1m-A,40.73572292371414,-74.00679907002781
oUX3TkWBnNUt-aSpt1sqnQ,40.73643169692291,-74.006620319663
d2Ta4cKz99R9uaaQ5ZNGyg,40.70845537922061,-73.99885784318774
ouvtBHz9rfQaMlaue_Xd3Q,40.70866810024402,-73.99837261642809
ySZ4bxjUJYV_lQqiKzA15A,40.814858247800224,-73.93454533293875
mleYI4gKA5JIXEjEldnmEA,40.81486347398665,-73.93437662519945
doyToR4h8ovUfAxpgN8PyQ,40.814055471812985,-73.93483229160476
ZxUqHW74jdFreXDxaUTyUA,40.81423063007636,-73.93469166469954
PJc9wceZJ0bbR7IX5EamDw,40.76906440780265,-73.96110997058013
oKkbQo_DQhcpFIrlCZgH8g,40.7697491867064,-73.9606018063753
-70GX02LvgTsNxjSO9ygBw,40.80096750239484,-73.97100923916177
kg9UCp8rmkP9Beg6h_XKAg,40.8010275405591,-73.97115997034916
EIhHS8XMN96EZ6fiktZJ_Q,40.773097704098966,-73.96250593613868
V70wanm-lwJ6vyU1oc5Uow,40.7737336497912,-73.96204380201743
hNNb_V0Lm8UOke7iYhRKSw,40.7404698215573,-73.99828702268513
ARQossuC-xGbn2Zcp4R3xQ,40.7410563688254,-73.99786128446578
dwa5c5tADHvBIcnMwRrN6A,40.8000271114367,-73.92392362530074
693ymK3r2ySd91YrkTEzqw,40.8000324954851,-73.92407246671333
avp1QBoP0Jdv_PP5N7qnww,40.75864023211098,-73.95871908226965
lA2qIqk39iIVCXMDmzKBpg,40.7586750629876,-73.95869168112483
