lat,lon,pano_id
40.75471659999999,-73.98485819999999,9N6mHcie5mwh84igsSp2cQ
40.7449592,-73.99529129999999,6AMLsxG_lDMTyGyvKtBUAQ
40.7593039,-73.9663868,cM-oPyfyTd6K-QN8foAgpQ
40.7939667,-73.9671163,DmTkI7FXSbp-YYMh_ZBXjw
40.7346445,-73.989762,PJjsfiB3XBAZ64Py9rIWSg
40.7238246,-73.99231019999999,R9Mm_b-lOlInpEE2-4rldA
40.71553410000001,-74.0120518,xWPgghOIE2eG0QDWCyojQg
40.7796707,-73.9529499,6wY5QDTQECzjKuNZQKRy0A
40.8076461,-73.9461771,iX84oxJOvbkdmDKWgiVFTw
40.67489279999999,-73.98878789999999,YfYvcTgs6PyZCb-ZE0S8zQ
40.7526155,-73.9996513,olilz2fPyixki5teNDI4uQ
40.71614090000001,-73.9597096,xlUGs_gKHrSNUe4wS85e9Q
40.6864068,-73.9783928,1KTU5GPEHU7XeS-_9N82NA
40.8257027,-73.9737971,RxYApwF_0WKe5GmhR71I_g
40.7609624,-74.0235484,3kxuddd5Dfp0p5uxx1IbcQ
40.7974205,-73.6707047,ihhCaIewAI9VWOqrX6MZtA
40.9616828,-73.856516,q_GrJGsXowpTdx0HnRDJMQ
40.6548421,-74.0119062,8pEscPIzEWiXEbT36Qgptg
40.9923702,-73.6754376,8nWlZoLdNw3KmuaMrVfiLg
40.78902799999999,-73.5346026,-LhpIHFce8x1jYCwm5SxLQ
40.9140564,-74.0572656,gioh5HDpxIpXdSlch7PHMQ
41.0285208,-73.75875309999999,VvhdKZnq2z-9iGw2zLx96A
